distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name
0.76,Lyft,1543442528169,Haymarket Square,West End,11,1,08f39467-43b4-4dc3-880b-a23bbef634da,lyft_premier,Lux
1.01,Lyft,1544934011516,North Station,North End,11,1,2c6f8d7f-9742-4139-b7a3-820392e826c6,lyft_premier,Lux
0.76,Lyft,1544750412401,Haymarket Square,West End,9,1,420df5ab-2dd9-420c-be4e-e691a5ebef96,lyft_plus,Lyft XL
0.76,Lyft,1543608785605,Haymarket Square,West End,26,1,4dd54ffd-4d9d-48e1-8074-1f8bda4ff464,lyft_luxsuv,Lux Black XL
1.01,Lyft,1543452707760,North Station,North End,3.5,1,82ed6aa6-da2f-4f02-be97-84715ca3b003,lyft_line,Shared
1.01,Lyft,1543456028858,North Station,North End,16.5,1,88ac1dec-e5ae-4e9c-ab60-505a23c39aea,lyft_lux,Lux Black
0.76,Lyft,1543390422806,Haymarket Square,West End,7,1,8c5865b3-31b9-4d23-9e76-357a49340e32,lyft,Lyft
1.01,Lyft,1543448467900,North Station,North End,26,1,90c0f9b4-9290-4d89-98d9-7ff863cf6468,lyft_luxsuv,Lux Black XL
0.76,Lyft,1544766003475,Haymarket Square,West End,16.5,1,a0806503-b2c3-4758-b849-682b0845060a,lyft_lux,Lux Black
0.76,Lyft,1543411885164,Haymarket Square,West End,3.5,1,bfdbfe6a-5475-46cb-8ed1-7dafaf50f200,lyft_line,Shared
1.01,Lyft,1545001212895,North Station,North End,7,1,c5d79f07-84d3-4115-9f4e-dab63f918018,lyft,Lyft
1.01,Lyft,1544872510095,North Station,North End,11,1,e225a7a5-9473-464b-971e-0a973f7b1b9f,lyft_plus,Lyft XL
1.61,Uber,1543540981010,Haymarket Square,Theatre District,14,1,04993602-3a3c-49c1-87d1-46054cd56053,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.61,Uber,1543433528085,Haymarket Square,Theatre District,8.5,1,1b6692f3-4461-4702-b7ab-8743b5353f80,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.61,Uber,1545090911856,Haymarket Square,Theatre District,8.5,1,b1feee8a-4136-4264-a94f-81d4a6130b8c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.61,Uber,1543417584450,Haymarket Square,Theatre District,8.5,1,bf121dee-f83f-42d9-8f7c-98dd30a59794,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.61,Uber,1543442707942,Haymarket Square,Theatre District,27,1,dc57485c-6b24-4f82-954b-ed1828cddcde,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.61,Uber,1543415527945,Haymarket Square,Theatre District,18.5,1,e10d0184-5fe4-4c1b-8d8a-b50095daffb6,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.61,Uber,1543277714332,Haymarket Square,Theatre District,,1,feeb2f7a-b758-42d1-97f8-14704e1c5905,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1543414884675,Northeastern University,West End,11.5,1,46edebfc-0afe-4d4d-a92a-197da3c9f65e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.08,Uber,1543852376237,Northeastern University,West End,31.5,1,4b2266d4-f185-4af7-a096-052be77c8981,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.08,Uber,1543345042721,Northeastern University,West End,11.5,1,62ceb357-50e0-47ef-a790-fec10dcd0f8a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.08,Uber,1543456121522,Northeastern University,West End,25,1,c4490483-e387-421a-8a70-78cf173fbe69,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.08,Uber,1543689482119,Northeastern University,West End,,1,ca8b19cb-24e8-4e0a-9de0-8a951e7c95aa,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1543239850762,Northeastern University,West End,18.5,1,d2ca6bf9-ce9c-4a92-9f7f-f906dc3dfbc8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.08,Uber,1543356562946,Northeastern University,West End,9,1,e86fe726-ccaf-4ed2-8d7f-13d7b9543f62,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.79,Uber,1544753408155,Back Bay,Haymarket Square,26,1,13e89aa0-38d5-4662-991e-6c671d857e4b,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.79,Uber,1543594085384,Back Bay,Haymarket Square,13,1,15e8b1c7-ff4c-4aa9-bd1c-dd31e0cc7da4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.79,Uber,1544771708092,Back Bay,Haymarket Square,14,1,47ed55a1-d0d2-4f14-8f69-fe768f4101c4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.79,Uber,1545014114118,Back Bay,Haymarket Square,14,1,6d39cc6e-84c4-485e-92f5-8b2c7f1bdac1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.79,Uber,1543421784900,Back Bay,Haymarket Square,36,1,7066688d-0031-48aa-80e4-de39bc681553,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.79,Uber,1543411582669,Back Bay,Haymarket Square,24,1,829b3558-e56d-4edc-88c1-f7f3ace91b89,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.79,Uber,1545044407154,Back Bay,Haymarket Square,,1,acc87d4c-e358-49e3-8b7e-c3cacc7ec546,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.39,Lyft,1544728507373,Beacon Hill,Fenway,22.5,1,096b04cd-106b-4dd0-b2e0-aaac047cb3ac,lyft_lux,Lux Black
2.39,Lyft,1544846112349,Beacon Hill,Fenway,32.5,1,1bb25a8e-4e7e-4c87-9b92-051e2f7108b2,lyft_luxsuv,Lux Black XL
2.39,Lyft,1543702684552,Beacon Hill,Fenway,7,1,5b1d812d-51fe-4fd7-8a00-61a99210a214,lyft_line,Shared
2.39,Lyft,1545032407485,Beacon Hill,Fenway,10.5,1,668d6ea9-9453-4805-964b-118caf1127b7,lyft,Lyft
2.39,Lyft,1544408018168,Beacon Hill,Fenway,16.5,1,e6bc7b7b-293d-4ee8-9603-e50d5f252343,lyft_premier,Lux
2.39,Lyft,1545047407800,Beacon Hill,Fenway,13.5,1,fa6ef113-173d-4ca4-a26d-72a1f38bbb3f,lyft_plus,Lyft XL
2.43,Lyft,1544917516497,Fenway,Beacon Hill,7,1,031b96dc-25df-4e93-b211-e1aee1e1103a,lyft_line,Shared
2.43,Lyft,1543325242339,Fenway,Beacon Hill,16.5,1,0db549fa-d19a-4f8d-bed6-7149a40aced5,lyft_premier,Lux
2.43,Lyft,1543510684142,Fenway,Beacon Hill,16.5,1,60d62a81-1d7d-49ae-9a8b-2165d0918d8a,lyft_plus,Lyft XL
2.43,Lyft,1544683809302,Fenway,Beacon Hill,22.5,1,914247bc-cd35-4918-8f89-e455089fd942,lyft_lux,Lux Black
2.43,Lyft,1543702976106,Fenway,Beacon Hill,32.5,1,9149c4d6-045f-418e-b48e-b07e7b60ff48,lyft_luxsuv,Lux Black XL
2.43,Lyft,1544730609550,Fenway,Beacon Hill,10.5,1,c62fcc61-c992-4e39-b25a-24335438a896,lyft,Lyft
1.35,Uber,1543590182736,North End,Beacon Hill,13,1,1db64226-f935-4c73-872f-82f4222d2e98,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.35,Uber,1544909106185,North End,Beacon Hill,26.5,1,528d89e1-2482-4a14-a88f-894fe619c092,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.35,Uber,1543223472935,North End,Beacon Hill,13,1,5461f652-7d7c-4910-96e0-7334f9e3fa62,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.35,Uber,1543810983588,North End,Beacon Hill,13,1,948e3151-682d-42a0-b08a-48a612a0b695,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.35,Uber,1544739907757,North End,Beacon Hill,17.5,1,9ee10e4a-5583-46fc-83bb-8ec1bd4618f2,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.35,Uber,1545047112372,North End,Beacon Hill,,1,a710be14-64d9-41f7-9c6e-f52e2e731199,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.35,Uber,1544944812114,North End,Beacon Hill,22,1,e943537c-ef5a-493e-a54b-4d526a3b7958,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.35,Uber,1543630084960,Haymarket Square,Beacon Hill,,1,2eb23cfa-bb0f-4297-9ac6-04d8635b53a6,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.19,Uber,1543217916137,North End,Beacon Hill,29.5,1,4801f34e-4a94-470b-bdf9-b05c7745b130,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.35,Uber,1545017409328,Haymarket Square,Beacon Hill,8,1,8efc4a4c-27c5-4509-82a6-ca520bb08d63,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.19,Uber,1545115513275,North End,Beacon Hill,18.5,1,90579ce3-dabc-41b9-ad6d-bbeae5f57f91,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.19,Uber,1543519681921,North End,Beacon Hill,8,1,97fe9beb-4dcf-4bff-9931-2d4c6b5f9090,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.35,Uber,1543855981459,Haymarket Square,Beacon Hill,7.5,1,a1097f23-6dae-4725-9198-5e799e3a0fce,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.19,Uber,1543281862101,North End,Beacon Hill,8.5,1,b741e66e-4981-43a4-85c0-6494298d0aec,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.35,Uber,1543278614239,Haymarket Square,Beacon Hill,27.5,1,d8afa8c7-57bb-430b-a44b-d9545c2b6de6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.19,Uber,1543408688298,North End,Beacon Hill,,1,f0fc42de-55cb-4c15-aadf-3eb34d1df10d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.47,Lyft,1543598282297,Beacon Hill,South Station,22.5,1,0badb81a-32e3-40a0-b366-b7a6e143d7df,lyft_lux,Lux Black
2.47,Lyft,1545060311898,Beacon Hill,South Station,19.5,1,151d59c4-3d90-4dae-9bb6-110bf54c8c33,lyft_premier,Lux
2.47,Lyft,1543342343296,Beacon Hill,South Station,10.5,1,2e7a8f24-a989-4137-9be1-51fdc1d0978b,lyft,Lyft
2.47,Lyft,1543615386579,Beacon Hill,South Station,16.5,1,69f2418b-62c7-4748-9c3a-2d3d5fa06fdc,lyft_plus,Lyft XL
2.47,Lyft,1545020111552,Beacon Hill,South Station,7,1,9e30fd73-b9b5-46c7-bc84-8102dba538d0,lyft_line,Shared
2.47,Lyft,1544823012311,Beacon Hill,South Station,32.5,1,a0d254c2-15d4-48a9-a3fb-cb82aec2f4ba,lyft_luxsuv,Lux Black XL
1.25,Uber,1544760914022,Haymarket Square,Financial District,8.5,1,5542f58b-5456-4c61-801a-4ceb3c77936f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.25,Uber,1544793009912,Haymarket Square,Financial District,7,1,5dadf514-ae0c-416e-be38-65743d48b07f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.25,Uber,1543687382240,Haymarket Square,Financial District,27.5,1,68a0d8db-53dc-429c-85d1-2a4f84470b4a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.25,Uber,1544964910963,Haymarket Square,Financial District,15,1,73e1c378-fb7f-4b93-b961-a6f6b7e8bb24,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.25,Uber,1543581782816,Haymarket Square,Financial District,8.5,1,87572248-22be-44ca-a1bc-59c8c419de4a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.25,Uber,1543719178283,Haymarket Square,Financial District,,1,90a951b1-45fd-4f25-88d6-f91c6a96ce7e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.25,Uber,1544399905371,Haymarket Square,Financial District,12,1,d47e3193-84f0-413c-88ea-e9a01eaccc1d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.5,Uber,1543283302279,Beacon Hill,South Station,15,1,362e126e-9b18-4894-a002-d54ea14ee8f9,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.5,Uber,1544844308838,Beacon Hill,South Station,8.5,1,8387ef7b-ee9b-4cff-9804-4f137caa381a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.5,Uber,1543506184673,Beacon Hill,South Station,,1,86440c9c-2cff-44b7-95a3-b514e0bc241f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.5,Uber,1545155105688,Beacon Hill,South Station,20.5,1,a74e3ce9-507e-4d35-a6b8-10633e11b58e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.5,Uber,1543603977597,Beacon Hill,South Station,29.5,1,ab2db53e-9adf-4a5b-860e-5d61802f02c6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.5,Uber,1544695212561,Beacon Hill,South Station,10.5,1,e1bf79b2-dffb-4ad2-86a1-5af4a31a71a9,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.5,Uber,1543765384760,Beacon Hill,South Station,10.5,1,ea00c3fe-8a89-4168-827e-da23cc3b02af,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.55,Uber,1543544277538,Financial District,Northeastern University,,1,1b8ae573-ace0-4032-82db-f9bf6fe19483,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.55,Uber,1543284022440,Financial District,Northeastern University,13,1,adf66bd3-113b-44bb-a890-a4401a3386e4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.55,Uber,1543310303233,Financial District,Northeastern University,11,1,b29fee57-4b89-42f0-9a80-2f0d82c27060,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
4.55,Uber,1543479477990,Financial District,Northeastern University,38.5,1,c36f63ae-719d-4867-a908-2c2af43a3990,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.16,Uber,1543438028342,Theatre District,Haymarket Square,27,1,1b41bd37-3a1c-423a-851d-2cd551eec6b3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.16,Uber,1543520885719,Theatre District,Haymarket Square,8.5,1,2281d64d-a324-4446-9c63-9d35b4e735b5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.16,Uber,1544697911306,Theatre District,Haymarket Square,16,1,2902ef33-f597-4a8f-9b18-c0f7c8675ba6,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.16,Uber,1543267749545,Theatre District,Haymarket Square,12.5,1,50ea4d22-cd64-4202-95db-fa86c9a68185,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.16,Uber,1543445920026,Theatre District,Haymarket Square,,1,9810e6ce-689a-47f7-9174-559cd011c649,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.16,Uber,1543416607826,Theatre District,Haymarket Square,7.5,1,b9f197fa-9af8-45bd-a863-d6da28db2389,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.16,Uber,1545076509328,Theatre District,Haymarket Square,8.5,1,c18c4f25-7fc5-443d-9277-8704f4241775,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.12,Lyft,1543306522100,South Station,North Station,30,1,64f191bb-41aa-45f0-ab6f-130dc18e6e85,lyft_luxsuv,Lux Black XL
2.12,Lyft,1544684105516,South Station,North Station,19.5,1,9c9d51d1-b676-4b00-ab4b-dec60da04a75,lyft_lux,Lux Black
0.49,Uber,1545154511750,North Station,Haymarket Square,7,1,738169f1-77b8-443f-a8a7-6d03c982f2ab,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1545020105337,North Station,Haymarket Square,16,1,98ea58b6-3848-4a20-901e-9b9a696d159e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.49,Uber,1543474977234,North Station,Haymarket Square,9.5,1,c10af450-6222-405e-b597-569c1c2d27d7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.05,Uber,1544750705592,West End,Boston University,25,1,42256c00-d51d-4592-8972-b6c3a248a81c,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.05,Uber,1543738382817,West End,Boston University,13,1,4b32dcfc-b829-4a89-822a-d6c88eb6fb70,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.05,Uber,1543656184545,West End,Boston University,22.5,1,799d5d7b-7ff2-4e1c-9d78-f11f681de8ac,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.05,Uber,1544953810659,West End,Boston University,11,1,a1e68d70-863e-4c31-af87-819b91dd567a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.05,Uber,1543434068077,West End,Boston University,34,1,c8579255-e1ee-4fea-8131-b27976e3ae25,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.05,Uber,1543825378613,West End,Boston University,,1,e50df9d0-88cf-407a-afff-ab491691edfc,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.05,Uber,1543403467845,West End,Boston University,13,1,ed5cda6f-6d77-4632-9ddf-13d048dda1e2,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.72,Lyft,1543423282940,Haymarket Square,North Station,3,1,8ab8321a-7be9-46ae-a251-601d46e7766d,lyft_line,Shared
0.72,Lyft,1543778576416,Haymarket Square,North Station,13.5,1,8ed1eefe-c1c2-4e75-adff-ab1673ee34b8,lyft_premier,Lux
0.72,Lyft,1543634282062,Haymarket Square,North Station,7,1,94d8c86a-23fe-4990-83b0-602339a8dcdd,lyft,Lyft
0.72,Lyft,1545089412858,Haymarket Square,North Station,27.5,1,b527f4d0-cb5a-4140-b728-14ae93f6bcef,lyft_luxsuv,Lux Black XL
0.72,Lyft,1544967609111,Haymarket Square,North Station,10.5,1,c7809c1b-7204-4ab1-a985-8f6244c9671a,lyft_plus,Lyft XL
0.72,Lyft,1543416684933,Haymarket Square,North Station,16.5,1,d0cca153-fb8f-43e4-913c-e056577e738a,lyft_lux,Lux Black
2,Uber,1543232649902,South Station,Back Bay,21.5,1,1e77452d-e3e3-4db5-b3d9-157aff03bb81,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2,Uber,1543861684647,South Station,Back Bay,17,1,4d45adcb-ae42-41b1-b646-4b41194dd86b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2,Uber,1545024916920,South Station,Back Bay,,1,5014316f-6ccd-45da-aef8-cb5c1d452f91,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2,Uber,1543443787818,South Station,Back Bay,31.5,1,9f1b4113-2a42-462b-86b6-fdb21284d8df,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2,Uber,1545006904871,South Station,Back Bay,11.5,1,c5195693-ddd1-404e-a8bc-1beb8fc76d0f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2,Uber,1544736305313,South Station,Back Bay,11.5,1,da6ca62e-5910-4a14-b340-f3b8cd9703ae,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2,Uber,1543407788110,South Station,Back Bay,8.5,1,fd367472-cda2-488a-9fbf-2cd509f735f6,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.93,Lyft,1544836808918,Back Bay,North End,13.5,1,07988318-7a8d-479b-9095-5ccaa9116b80,lyft,Lyft
2.93,Lyft,1543400587768,Back Bay,North End,27.5,1,1d20eb21-0be1-4d9c-a647-dbe7f159f84c,lyft_lux,Lux Black
2.93,Lyft,1543583285242,Back Bay,North End,19.5,1,60dfe41f-f86b-451b-ba85-a4aa28a0a116,lyft_plus,Lyft XL
2.93,Lyft,1543256409518,Back Bay,North End,5,1,905d735b-24ae-4eeb-afe8-9e4052af8743,lyft_line,Shared
2.93,Lyft,1543414285391,Back Bay,North End,38.5,1,b1018c87-f2bd-4bc3-8897-412d3fd8483a,lyft_luxsuv,Lux Black XL
2.93,Lyft,1543535582556,Back Bay,North End,22.5,1,c1b57ba8-cfb3-4278-a8b3-cb850f14e6b1,lyft_premier,Lux
2.12,Uber,1543859285435,South Station,North Station,9,1,0ff3eda8-f8e3-4a3a-a0bd-4fdba968dfc0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.19,Uber,1544960712712,North Station,Boston University,24,1,1121f124-9c29-422b-88f6-d1053abbf7f9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.19,Uber,1544750105352,North Station,Boston University,18.5,1,1af99f27-a805-4096-af82-98022f141f8c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.19,Uber,1544726104169,North Station,Boston University,11.5,1,27b14e06-7225-4a3e-b9c9-64d1f3d5cad5,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.12,Uber,1543562284844,South Station,North Station,9,1,43324dbe-e1c7-4b1f-96ca-2e96d568c0a9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.12,Uber,1545158712550,South Station,North Station,28,1,468183f2-f2c2-4f64-9052-d18171da9891,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.19,Uber,1545090010811,North Station,Boston University,10,1,4a8f97ca-5358-41b1-b98e-07f83b6de61c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.19,Uber,1543399887458,North Station,Boston University,34,1,5192b854-c74d-4fba-a2e8-e6639f963f35,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.12,Uber,1543343603929,South Station,North Station,,1,628da752-aa02-4390-8f5d-746066ae80f6,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.12,Uber,1543460528319,South Station,North Station,15,1,959bec62-7195-46cc-84d8-09705c2771c7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.19,Uber,1545088512732,North Station,Boston University,11.5,1,cc0b36bb-5b5c-4855-84a0-116bf73b43f0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.19,Uber,1544742303957,North Station,Boston University,,1,f389078f-9d1a-40f4-b929-a0f5cdfce168,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1545054606466,Northeastern University,West End,36,1,1d0fd0cd-0b8c-43de-ab12-fe2004089785,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.08,Uber,1543417886708,Northeastern University,West End,25,1,23dad125-facc-44b5-b680-204a74d32a24,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.08,Uber,1543847884234,Northeastern University,West End,10.5,1,2a68c872-e255-40cb-a37a-5852442bad9a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.08,Uber,1544796907780,Northeastern University,West End,19.5,1,312582da-610b-4297-98af-58df3a0081cf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.08,Uber,1544829911422,Northeastern University,West End,,1,4213143e-831c-48e8-9eb2-209a6bd8f901,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1544896214373,Northeastern University,West End,11,1,65c31c70-1d4d-430c-9d88-7a12781b9687,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.08,Uber,1545048309324,Northeastern University,West End,10.5,1,c75f5cc6-3920-46a7-b54d-63f57b9436a7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.46,Lyft,1543267749646,South Station,Financial District,27.5,1,1e6de028-9058-4639-84f3-737605b04e24,lyft_luxsuv,Lux Black XL
0.46,Lyft,1545081911613,South Station,Financial District,10.5,1,5faf5778-24f8-499b-b50c-1c555cf9af60,lyft_premier,Lux
0.46,Lyft,1545159906293,South Station,Financial District,7,1,678a2d85-d2db-4b9c-a19d-1ae02ec5ba77,lyft,Lyft
0.46,Lyft,1544729112515,South Station,Financial District,16.5,1,86bd0efb-30c0-4c74-92b7-99a9865604e6,lyft_lux,Lux Black
0.46,Lyft,1543672976178,South Station,Financial District,9,1,d0586ff2-f67e-4141-9851-9748ab589846,lyft_plus,Lyft XL
0.46,Lyft,1543315703423,South Station,Financial District,3,1,d9b9ffc1-bd95-4aa3-a5c3-0077836ce004,lyft_line,Shared
5.32,Lyft,1543589282539,Boston University,Financial District,13.5,1,2b00141a-1bc4-423d-8281-b465f60ffb93,lyft,Lyft
1.57,Uber,1543886580831,Beacon Hill,North End,15.5,1,302ca3e1-ac92-406e-9af1-15790a7e8e6c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
5.32,Lyft,1543397853334,Boston University,Financial District,30,1,39026cab-5020-4be8-8292-29f5ed0e61ab,lyft_premier,Lux
1.57,Uber,1545115811084,Beacon Hill,North End,28.5,1,390b9203-b897-48d3-952f-65c74c02a73c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
5.32,Lyft,1543577576186,Boston University,Financial District,38,1,48f5d693-4cf9-4c39-8a70-72b7c485e681,lyft_lux,Lux Black
5.32,Lyft,1543741377930,Boston University,Financial District,47.5,1,6cc6b0af-9c52-43ee-91e8-ff6ad2dfb946,lyft_luxsuv,Lux Black XL
5.32,Lyft,1543412648460,Boston University,Financial District,5,1,886f8505-c2ee-45a5-bda9-f0bd89ec81a4,lyft_line,Shared
1.57,Uber,1543400407920,Beacon Hill,North End,20.5,1,8c4ec98a-98fa-45f5-84c0-919bcbb49b79,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.57,Uber,1543704782473,Beacon Hill,North End,9.5,1,cbdec6ac-2aaa-4ec0-be0b-ff2eed335a9e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
5.32,Lyft,1543627381592,Boston University,Financial District,26,1,d562f53c-d4a2-411f-8a91-fe2282ed094f,lyft_plus,Lyft XL
1.57,Uber,1543313002161,Beacon Hill,North End,10.5,1,e6962c5b-039f-40de-949d-859eea21f539,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.57,Uber,1543654684143,Beacon Hill,North End,,1,f2f1d05f-098d-4766-bda4-ccd47bfc41ba,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.57,Uber,1543417283188,Beacon Hill,North End,10.5,1,fbe09ad4-489a-4b53-a4bc-0ba08790efa7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.92,Uber,1544852711729,Northeastern University,Beacon Hill,17.5,1,24bce7e1-668e-49eb-9c8d-a3ad4bc382b6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.92,Uber,1544926509242,Northeastern University,Beacon Hill,11,1,7ca3da66-9c48-4117-a767-601d2e080110,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.92,Uber,1543351704206,Northeastern University,Beacon Hill,28,1,87d2ccd0-4585-44ab-ae15-86b8853ec2ae,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.92,Uber,1543853279969,Northeastern University,Beacon Hill,11,1,d02631d7-8fb9-46f3-8b74-f2e3cecbe524,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.92,Uber,1544761203649,Northeastern University,Beacon Hill,19.5,1,f424f20b-1699-41a0-aa50-d7a8a18582ed,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.92,Uber,1543528979825,Northeastern University,Beacon Hill,20.5,1,12f7b91a-87c2-4b14-94db-5df613a3e9d0,6c84fd89-3f11-4782-9b50-97c468b19529,Black
